session,bill_number,title,index_categories,index_descriptions,last_action,url
2024 Regular Session,HB415,AN ACT relating to coverage for the care of children.,"Education, Higher; Education, Higher; Effective Dates, Delayed; Effective Dates, Delayed; Insurance, Health; Insurance, Health; State Employees; State Employees; Technical Corrections; Women","Self-insured employer group health plan, formula, coverage requirement; Self-insured employer group health plan, breastfeeding support and equipment, coverage requirement; Coverage for breastfeeding support and equipment, January 1, 2025; Coverage for formulas, January 1, 2025; Breastfeeding support and equipment, coverage requirement; Formulas, coverage requirement; Health plan, breastfeeding support and equipment, coverage requirement; Health plan, formulas, coverage requirement; Medicaid and KCHIP; Breastfeeding support and equipment, coverage requirement",01/30/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb415.html
2024 Regular Session,HB196,AN ACT relating to earned paid sick leave.,Local Mandate; Labor and Industry; Personnel and Employment; Wages and Hours,"Earned paid sick leave provided by employers, requirement; Earned paid sick leave provided by employers, requirement; Earned paid sick leave provided by employers, requirement; Earned paid sick leave provided by employers, requirement",01/09/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb196.html
2024 Regular Session,HB195,AN ACT relating to family care leave.,Local Mandate; Labor and Industry; Personnel and Employment; Small Business; Wages and Hours; Workforce,"Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave",01/09/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb195.html
2024 Regular Session,HB438,AN ACT relating to undesignated glucagon.,"Diseases; Drugs and Medicines; Education, Elementary and Secondary; Nurses; Physicians and Practitioners; Teachers; Children and Minors; Jump to Proposed Amendments; House Committee Substitute 1","Diabetes, administration of undesignated glucagon in schools; Undesignated glucagon, diabetes, administration, prescriptive authority; Undesignated glucagon, administration; School nurses, advanced practice registered nurses, health care practitioner, prescriptive authority; Health care practitioner, prescriptive authority; Medication administration, undesignated glucagon, diabetes; Diabetes, prescribed medication",03/27/24: recommitted to Appropriations &amp; Revenue (H),https://apps.legislature.ky.gov/record/24rs/hb438.html
2024 Regular Session,HB299,AN ACT relating to the establishment of a grant database.,Local Mandate; Data Processing; Local Government; Secretary of State; State Agencies; Unified Local Governments; Charitable Organizations and Institutions; Cities; Charter County Government; Jump to Proposed Amendments,"Grant database; Grant database, creation; Grant database, reporting requirement; Grant database, creation, administration; Grant database, reporting requirement; Grant database, reporting requirement; Grant database, accessibility to state grants; Grant database, reporting requirement; Grant database, reporting requirement",02/08/24: to Committee on Committees (S),https://apps.legislature.ky.gov/record/24rs/hb299.html
2024 Regular Session,HB439,AN ACT relating to alcoholic beverages and declaring an emergency.,"Distilled Spirits; Education, Elementary and Secondary; General Assembly; Licensing; Sales; State Agencies; Universities and Colleges; Notices; Alcoholic Beverages; Appropriations","Vintage distilled spirits license, reporting requirements; Alcohol wellness and responsibility education fund, Project Graduation grants; Alcohol Wellness and Responsibility Education Corporation, legislator membership; Alcoholic Beverage Control, vintage distilled spirits license; Vintage distilled spirits, authorized buyers and sellers; Alcoholic Beverage Control, vintage distilled spirits licenses; Alcohol wellness and responsibility education fund, campus events; Alcohol license applications, publication methods; Vintage distilled spirits license, Alcoholic Beverage Control; Alcohol wellness and responsibility education fund, financial sources",04/04/24: signed by Governor (Acts Ch. 46),https://apps.legislature.ky.gov/record/24rs/hb439.html
2024 Regular Session,HB512,AN ACT relating to personal service contracts.,Parks and Shrines; Tourism; Amusements and Recreation; Horses and Horse Racing; Contracts; Purchasing; Votes; Vote History,"Kentucky Horse Park, personal service contracts, exception; Kentucky Horse Park, personal service contracts, exception; Kentucky Horse Park, personal service contracts, exception; Kentucky Horse Park, personal service contracts, exception; Kentucky Horse Park, personal service contracts, exception; Kentucky Horse Park, personal service contracts, exception",04/04/24: signed by Governor (Acts Ch.39),https://apps.legislature.ky.gov/record/24rs/hb512.html
2024 Regular Session,HB323,"AN ACT relating to cancer detection in firefighters, and making an appropriation therefor.",Firefighters and Fire Departments; Health and Medical Services; Local Government; Public Officers and Employees; State Agencies; Cities; Counties; Votes; Vote History,"Cancer screenings for firefighters; Cancer screenings for firefighters; Firefighters, cancer screenings; Firefighters, cancer screenings; Kentucky Fire Commission, cancer screenings for firefighters; Firefighters, cancer screenings; Firefighters, cancer screenings",04/09/24: signed by Governor (Acts Ch. 142),https://apps.legislature.ky.gov/record/24rs/hb323.html
2024 Regular Session,HB547,AN ACT relating to public school buildings.,"Education, Elementary and Secondary; Education, Vocational; Planning and Zoning; Plumbers and Plumbing; State Agencies; Administrative Regulations and Proceedings; Boards and Commissions","Public school buildings, single-user toilet facilities, required; Public school buildings, single-user toilet facilities, required; Public school buildings, single-user toilet facilities, required; Public school buildings, single-user toilet facilities, required; Department of Education, chief state school officer, approval of building plans; Kentucky Board of Education, school building requirements, single-user restroom facility; Kentucky Board of Education, school building requirements, single-user restroom facility",02/14/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb547.html
2024 Regular Session,HB352,AN ACT relating to qualifying medical conditions for the use of medicinal cannabis.,Diseases; Physicians and Practitioners; Cannabis; Health and Medical Services,"Medicinal cannabis, qualifying medical conditions; Medicinal cannabis, qualifying medical conditions; Qualifying medical conditions, medicinal cannabis; Medicinal cannabis, qualifying medical conditions",01/23/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb352.html
2024 Regular Session,HB391,AN ACT relating to civil rights.,Labor and Industry; Landlord and Tenant; Men; Real Estate; Women; Civil Rights; Local Mandate,"Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination; Sexual orientation and gender identity, prohibition of discrimination",01/26/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb391.html
2024 Regular Session,HB556,AN ACT relating to coverage for injectable epinephrine devices.,"Actuarial Analysis; Local Mandate; Drugs and Medicines; Education, Higher; Effective Dates, Delayed; Insurance, Health; State Employees; Medicaid; Children and Minors","Kentucky Children's Health Insurance Program, injectable epinephrine devices, coverage requirement; Injectable epinephrine devices, coverage requirement; Injectable epinephrine devices, coverage requirement; Self-insured group plans, injectable epinephrine devices, coverage requirement; Injectable epinephrine devices, coverage requirement, January 1, 2025; Injectable epinephrine devices, coverage requirement; Health plan, injectable epinephrine devices, coverage requirement; Injectable epinephrine devices, coverage requirement; Kentucky Children's Health Insurance Program, injectable epinephrine devices, coverage requirement",02/15/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb556.html
